Id,Label,Type,Tags,Rating,Title
152-B,152-B,Problem,"binary search,implementation",1300,Steps
152-A,152-A,Problem,implementation,900,Marks
151-B,151-B,Problem,"implementation,strings",1200,Phone Numbers
151-A,151-A,Problem,"implementation,math",800,Soft Drinking
150-E,150-E,Problem,"binary search,data structures,divide and conquer,trees",3000,Freezing with Style
150-D,150-D,Problem,"dp,strings",2600,Mission Impassable
150-C,150-C,Problem,"data structures,math,probabilities",2200,Smart Cheater
150-B,150-B,Problem,"combinatorics,dfs and similar,graphs,math",1600,Quantity of Strings
150-A,150-A,Problem,"games,math,number theory",1400,Win or Freeze
149-E,149-E,Problem,"string suffix structures,strings",2300,Martian Strings
149-D,149-D,Problem,dp,1900,Coloring Brackets
149-C,149-C,Problem,"greedy,math,sortings",1500,Division into Teams
149-B,149-B,Problem,implementation,1600,Martian Clock
149-A,149-A,Problem,"greedy,implementation,sortings",900,Business trip
148-E,148-E,Problem,dp,1900,Porcelain
148-D,148-D,Problem,"dp,games,math,probabilities",1800,Bag of mice
148-C,148-C,Problem,"constructive algorithms,greedy",1700,Terse princess
148-B,148-B,Problem,"implementation,math",1500,Escape
148-A,148-A,Problem,"constructive algorithms,implementation,math",800,Insomnia cure
147-B,147-B,Problem,"binary search,graphs,matrices",2500,Smile House
147-A,147-A,Problem,"implementation,strings",1300,Punctuation
146-B,146-B,Problem,"brute force,implementation",1300,Lucky Mask
146-A,146-A,Problem,implementation,800,Lucky Ticket
145-E,145-E,Problem,data structures,2400,Lucky Queries
145-D,145-D,Problem,"combinatorics,data structures,implementation",2900,Lucky Pair
145-C,145-C,Problem,"combinatorics,dp,math",2100,Lucky Subsequence
145-B,145-B,Problem,constructive algorithms,1800,Lucky Number 2
145-A,145-A,Problem,"greedy,implementation",1200,Lucky Conversion
144-E,144-E,Problem,"data structures,greedy",2200,Competition
144-D,144-D,Problem,"data structures,dfs and similar,graphs,shortest paths",1900,Missile Silos
144-C,144-C,Problem,"implementation,strings",1500,Anagram Search
144-B,144-B,Problem,implementation,1300,Meeting
144-A,144-A,Problem,implementation,800,Arrival of the General
143-B,143-B,Problem,"implementation,strings",1200,Help Kingdom of Far Far Away 2
143-A,143-A,Problem,"brute force,math",1000,Help Vasilisa the Wise 2
142-E,142-E,Problem,geometry,3000,Help Greg the Dwarf 2
142-D,142-D,Problem,games,2600,Help Shrek and Donkey 2
142-C,142-C,Problem,"brute force,dp",2300,Help Caretaker
142-B,142-B,Problem,"constructive algorithms,greedy,implementation",1800,Help General
142-A,142-A,Problem,"brute force,math",1600,Help Farmer
141-E,141-E,Problem,"constructive algorithms,dp,dsu,graphs",2300,Clearing Up
141-D,141-D,Problem,"graphs,shortest paths",2300,Take-off Ramps
141-C,141-C,Problem,"constructive algorithms,greedy,sortings",1800,Queue
141-B,141-B,Problem,"geometry,math",1400,Hopscotch
141-A,141-A,Problem,"implementation,sortings,strings",800,Amusing Joke
140-F,140-F,Problem,"geometry,sortings",2600,New Year Snowflake
140-E,140-E,Problem,"combinatorics,dp",2600,New Year Garland
140-D,140-D,Problem,"greedy,sortings",1800,New Year Contest
140-C,140-C,Problem,"binary search,data structures,greedy",1800,New Year Snowmen
140-B,140-B,Problem,"brute force,greedy,implementation",1800,New Year Cards
140-A,140-A,Problem,"geometry,math",1700,New Year Table
139-B,139-B,Problem,"implementation,math",1600,Wallpaper
139-A,139-A,Problem,implementation,1000,Petr and Book
138-E,138-E,Problem,"brute force,dp,two pointers",2900,Hellish Constraints
138-D,138-D,Problem,"dp,games",2500,World of Darkraft
138-C,138-C,Problem,"binary search,data structures,probabilities,sortings",2200,Mushroom Gnomes - 2
138-B,138-B,Problem,greedy,1900,Digits Permutations
138-A,138-A,Problem,implementation,1600,Literature Lesson
137-E,137-E,Problem,"data structures,implementation,strings",2000,Last Chance
137-D,137-D,Problem,"dp,strings",1900,Palindromes
137-C,137-C,Problem,sortings,1500,History
137-B,137-B,Problem,greedy,1000,Permutation
137-A,137-A,Problem,implementation,900,Postcards and photos
136-B,136-B,Problem,"implementation,math",1100,Ternary Logic
136-A,136-A,Problem,implementation,800,Presents
135-E,135-E,Problem,combinatorics,3000,Weak Subsequence
135-D,135-D,Problem,"brute force,dfs and similar,implementation",2500,Cycle
135-C,135-C,Problem,"constructive algorithms,games,greedy",1900,Zero-One
135-B,135-B,Problem,"brute force,geometry,math",1600,Rectangle and Square
135-A,135-A,Problem,"greedy,implementation,sortings",1300,Replacement
134-C,134-C,Problem,"constructive algorithms,graphs,greedy",2200,Swaps
134-B,134-B,Problem,"brute force,dfs and similar,math,number theory",1900,Pairs of Numbers
134-A,134-A,Problem,"brute force,implementation",1200,Average Numbers
133-B,133-B,Problem,implementation,1200,Unary
133-A,133-A,Problem,implementation,900,HQ9+
132-E,132-E,Problem,"flows,graphs",2700,Bits of merry old England
132-D,132-D,Problem,"constructive algorithms,dp,greedy",2100,Constants in the language of Shakespeare
132-C,132-C,Problem,dp,1800,Logo Turtle
132-B,132-B,Problem,implementation,2100,Piet
132-A,132-A,Problem,implementation,1300,Turing Tape
131-F,131-F,Problem,"binary search,two pointers",2000,Present to Mom
131-E,131-E,Problem,sortings,1700,Yet Another Task with Queens
131-D,131-D,Problem,"dfs and similar,graphs",1600,Subway
131-C,131-C,Problem,"combinatorics,math",1400,The World is a Theatre
131-B,131-B,Problem,"implementation,math",1200,Opposites Attract
131-A,131-A,Problem,"implementation,strings",1000,cAPS lOCK
130-J,130-J,Problem,*special,1800,Date calculation
130-I,130-I,Problem,"*special,sortings",2300,Array sorting
130-H,130-H,Problem,*special,1600,Balanced brackets
130-G,130-G,Problem,*special,1700,CAPS LOCK ON
130-F,130-F,Problem,*special,1600,Prime factorization
130-E,130-E,Problem,*special,1600,Tribonacci numbers
130-D,130-D,Problem,*special,1500,Exponentiation
130-C,130-C,Problem,*special,1500,Decimal sum
130-B,130-B,Problem,"*special,implementation,strings",1400,Gnikool Ssalg
130-A,130-A,Problem,"*special,implementation",900,Hexagonal numbers
129-B,129-B,Problem,"brute force,dfs and similar,graphs,implementation",1200,Students and Shoelaces
129-A,129-A,Problem,implementation,900,Cookies
128-E,128-E,Problem,"geometry,math",2900,Birthday
128-D,128-D,Problem,"constructive algorithms,implementation",2000,Numbers
128-C,128-C,Problem,"combinatorics,dp",2000,Games with Rectangle
128-B,128-B,Problem,"brute force,constructive algorithms,hashing,implementation,string suffix structures,strings",2100,String
128-A,128-A,Problem,dfs and similar,1500,Statues
127-B,127-B,Problem,implementation,1000,Canvas Frames
127-A,127-A,Problem,geometry,900,Wasted Time
126-E,126-E,Problem,"brute force,flows",2900,Pills
126-D,126-D,Problem,"dp,math",2300,Fibonacci Sums
126-C,126-C,Problem,"constructive algorithms,greedy",2000,E-reader Display
126-B,126-B,Problem,"binary search,dp,hashing,string suffix structures,strings",1700,Password
126-A,126-A,Problem,"binary search,brute force,math",1900,Hot Bath
125-E,125-E,Problem,"binary search,graphs",2400,MST Company
125-D,125-D,Problem,"constructive algorithms,greedy",2200,Two progressions
125-C,125-C,Problem,"constructive algorithms,greedy",1600,Hobbits' Party
125-B,125-B,Problem,implementation,1000,Simple XML
125-A,125-A,Problem,math,1400,Measuring Lengths in Baden
124-B,124-B,Problem,"brute force,combinatorics,implementation",1400,Permutations
124-A,124-A,Problem,math,1000,The number of positions
123-E,123-E,Problem,"dfs and similar,dp,probabilities,trees",2500,Maze
123-D,123-D,Problem,string suffix structures,2300,String
123-C,123-C,Problem,"combinatorics,dp,greedy",2300,Brackets
123-B,123-B,Problem,math,1800,Squares
123-A,123-A,Problem,"implementation,number theory,strings",1300,Prime Permutation
122-B,122-B,Problem,"brute force,implementation",1000,Lucky Substring
122-A,122-A,Problem,"brute force,number theory",1000,Lucky Division
121-E,121-E,Problem,data structures,2400,Lucky Array
121-D,121-D,Problem,"binary search,implementation,two pointers",2500,Lucky Segments
121-C,121-C,Problem,"brute force,combinatorics,number theory",1900,Lucky Permutation
121-B,121-B,Problem,strings,1500,Lucky Transformation
121-A,121-A,Problem,implementation,1100,Lucky Sum
120-J,120-J,Problem,"divide and conquer,geometry,sortings",1900,Minimum Sum
120-I,120-I,Problem,greedy,2200,Luck is in Numbers
120-H,120-H,Problem,graph matchings,1800,Brevity is Soul of Wit
120-G,120-G,Problem,implementation,1800,Boom
120-F,120-F,Problem,"dp,greedy,trees",1400,Spiders
120-E,120-E,Problem,"games,math",1400,Put Knight!
120-D,120-D,Problem,brute force,1400,Three Sons
120-C,120-C,Problem,"implementation,math",1100,Winnie-the-Pooh and honey
120-B,120-B,Problem,implementation,1100,Quiz League
120-A,120-A,Problem,"brute force,implementation,math",1000,Elevator
119-E,119-E,Problem,geometry,2400,Alternative Reality
119-D,119-D,Problem,"hashing,strings",2500,String Transformation
119-C,119-C,Problem,dp,2000,Education Reform
119-B,119-B,Problem,"constructive algorithms,implementation,sortings",1900,Before Exam
119-A,119-A,Problem,implementation,800,Epic Game
118-E,118-E,Problem,"dfs and similar,graphs",2000,Bertown roads
118-D,118-D,Problem,dp,1700,Caesar's Legions
118-C,118-C,Problem,"brute force,greedy,sortings,strings",1900,Fancy Number
118-B,118-B,Problem,"constructive algorithms,implementation",1000,Present from Lena
118-A,118-A,Problem,"implementation,strings",1000,String Task
117-E,117-E,Problem,"data structures,divide and conquer,implementation,trees",2900,Tree or not Tree
117-D,117-D,Problem,"divide and conquer,math",2500,Not Quick Transformation
117-C,117-C,Problem,"dfs and similar,graphs",2000,Cycle
117-B,117-B,Problem,"brute force,number theory",1800,Very Interesting Game
117-A,117-A,Problem,"implementation,math",1300,Elevator
116-B,116-B,Problem,"greedy,implementation",1100,Little Pigs and Wolves
116-A,116-A,Problem,implementation,800,Tram
115-E,115-E,Problem,"data structures,dp",2400,Linear Kingdom Races
115-D,115-D,Problem,"dp,expression parsing",2600,Unambiguous Arithmetic Expression
115-C,115-C,Problem,math,2200,Plumber
115-B,115-B,Problem,"greedy,sortings",1500,Lawnmower
115-A,115-A,Problem,"dfs and similar,graphs,trees",900,Party
114-B,114-B,Problem,"bitmasks,brute force,graphs",1500,PFAST Inc.
114-A,114-A,Problem,math,1000,Cifera
113-E,113-E,Problem,"combinatorics,implementation,math",2700,Sleeping
113-D,113-D,Problem,"math,matrices,probabilities",2700,Museum
113-C,113-C,Problem,"brute force,math,number theory",2200,Double Happiness
113-B,113-B,Problem,"brute force,data structures,hashing,strings",2000,Petr#
113-A,113-A,Problem,"implementation,strings",1600,Grammar Lessons
112-B,112-B,Problem,"implementation,math",1200,Petya and Square
112-A,112-A,Problem,"implementation,strings",800,Petya and Strings
111-E,111-E,Problem,,2900,Petya and Rectangle
111-D,111-D,Problem,"combinatorics,dp",2300,Petya and Coloring
111-C,111-C,Problem,"bitmasks,dp,dsu",2100,Petya and Spiders
111-B,111-B,Problem,"binary search,data structures,number theory",1900,Petya and Divisors
111-A,111-A,Problem,greedy,1400,Petya and Inequiations
110-B,110-B,Problem,"constructive algorithms,strings",1100,Lucky String
110-A,110-A,Problem,implementation,800,Nearly Lucky Number
109-E,109-E,Problem,"brute force,math",2700,Lucky Interval
109-D,109-D,Problem,"constructive algorithms,sortings",2000,Lucky Sorting
109-C,109-C,Problem,"dp,dsu,trees",1900,Lucky Tree
109-B,109-B,Problem,"brute force,probabilities",1900,Lucky Probability
109-A,109-A,Problem,"brute force,implementation",1000,Lucky Sum of Digits
108-B,108-B,Problem,"math,sortings",1400,Datatypes
108-A,108-A,Problem,"implementation,strings",1000,Palindromic Times
107-E,107-E,Problem,"geometry,probabilities",2700,Darts
107-D,107-D,Problem,"dp,graphs,matrices",2400,Crime Management
107-C,107-C,Problem,"bitmasks,dp",2400,Arrangement
107-B,107-B,Problem,"combinatorics,dp,math,probabilities",1600,Basketball Team
107-A,107-A,Problem,"dfs and similar,graphs",1400,Dorm Water Supply
106-E,106-E,Problem,"geometry,ternary search",2100,Space Rescuers
106-D,106-D,Problem,"brute force,implementation",1700,Treasure Island
106-C,106-C,Problem,dp,1700,Buns
106-B,106-B,Problem,"brute force,implementation",1000,Choosing Laptop
106-A,106-A,Problem,implementation,1000,Card Game
105-E,105-E,Problem,brute force,2500,Lift and Throw
105-D,105-D,Problem,"brute force,dsu,implementation",2700,Entertaining Geodetics
105-C,105-C,Problem,"brute force,implementation,sortings",2200,Item World
105-B,105-B,Problem,"brute force,probabilities",1800,Dark Assembly
105-A,105-A,Problem,implementation,1700,Transmigration
104-A,104-A,Problem,implementation,800,Blackjack
103-E,103-E,Problem,"flows,graph matchings",2900,Buying Sets
103-D,103-D,Problem,"brute force,data structures,sortings",2100,Time to Raid Cowavans
103-C,103-C,Problem,"constructive algorithms,greedy",1900,Russian Roulette
103-B,103-B,Problem,"dfs and similar,dsu,graphs",1500,Cthulhu
103-A,103-A,Problem,"greedy,implementation,math",1100,Testing Pants for Sadness
102-B,102-B,Problem,implementation,1000,Sum of Digits
102-A,102-A,Problem,brute force,1200,Clothes
101-E,101-E,Problem,"divide and conquer,dp",2500,Candies and Stones
101-D,101-D,Problem,"dp,greedy,probabilities,sortings,trees",2300,Castle
101-C,101-C,Problem,"implementation,math",2000,Vectors
101-B,101-B,Problem,"binary search,data structures,dp",1700,Buses
101-A,101-A,Problem,greedy,1200,Homework
100-J,100-J,Problem,"*special,greedy,math",2400,Interval Coloring
100-I,100-I,Problem,"*special,geometry,math",1500,Rotation
100-H,100-H,Problem,"*special,dfs and similar,implementation",2100,Battleship
100-G,100-G,Problem,"*special,data structures,implementation",1800,Name the album
100-F,100-F,Problem,"*special,implementation",1800,Polynom
100-E,100-E,Problem,"*special,math",1600,Lamps in a Line
100-D,100-D,Problem,"*special,strings",1500,World of Mouth
100-C,100-C,Problem,"*special,implementation",1400,A+B
100-B,100-B,Problem,"*special,implementation",1500,Friendly Numbers
100-A,100-A,Problem,"*special,implementation",1100,Carpeting the Room
99-B,99-B,Problem,"implementation,sortings",1300,Help Chef Gerasim
99-A,99-A,Problem,strings,800,Help Far Away Kingdom
98-E,98-E,Problem,"dp,games,math,probabilities",2700,Help Shrek and Donkey
98-D,98-D,Problem,constructive algorithms,2500,Help Monks
98-C,98-C,Problem,"geometry,ternary search",2500,Help Greg the Dwarf
98-B,98-B,Problem,"implementation,probabilities,trees",2200,Help King
98-A,98-A,Problem,"brute force,implementation",1700,Help Victoria the Wise
97-E,97-E,Problem,"dfs and similar,dsu,graphs,trees",2200,Leaders
97-D,97-D,Problem,"bitmasks,brute force,implementation",2700,Robot in Basement
97-C,97-C,Problem,"binary search,graphs,math,shortest paths",2400,Winning Strategy
97-B,97-B,Problem,"constructive algorithms,divide and conquer",2300,Superset
97-A,97-A,Problem,"brute force,implementation",2400,Domino
96-B,96-B,Problem,"binary search,bitmasks,brute force",1300,Lucky Numbers (easy)
96-A,96-A,Problem,"implementation,strings",900,Football
95-E,95-E,Problem,"dp,dsu,graphs",2500,Lucky Country
95-D,95-D,Problem,"dp,math",2500,Horse Races
95-C,95-C,Problem,shortest paths,1900,Volleyball
95-B,95-B,Problem,"dp,greedy",1800,Lucky Numbers
95-A,95-A,Problem,"implementation,strings",1600,Hockey
94-B,94-B,Problem,"graphs,implementation,math",1300,Friends
94-A,94-A,Problem,"implementation,strings",900,Restoring Password
93-E,93-E,Problem,"dp,math,number theory",2600,Lostborn
93-D,93-D,Problem,"dp,math,matrices",2500,Flags
93-C,93-C,Problem,"brute force,implementation",2500,Azembler
93-B,93-B,Problem,greedy,1900,End of Exams
93-A,93-A,Problem,implementation,1700,Frames
92-B,92-B,Problem,greedy,1300,Binary Number
92-A,92-A,Problem,"implementation,math",800,Chips
91-E,91-E,Problem,"data structures,geometry",2500,Igloo Skyscraper
91-D,91-D,Problem,"constructive algorithms,graphs,greedy",2600,Grocer's Problem
91-C,91-C,Problem,"combinatorics,dsu,graphs",2300,Ski Base
91-B,91-B,Problem,"binary search,data structures",1500,Queue
91-A,91-A,Problem,"greedy,strings",1500,Newspaper Headline
90-B,90-B,Problem,"implementation,strings",1100,African Crossword
90-A,90-A,Problem,"greedy,math",1000,Cableway
89-E,89-E,Problem,greedy,2900,Fire and Ice
89-D,89-D,Problem,geometry,2500,Space mines
89-C,89-C,Problem,"brute force,data structures,implementation",2300,Chip Play
89-B,89-B,Problem,"dp,expression parsing,graphs,implementation",2300,Widget Library
89-A,89-A,Problem,greedy,1800,Robbery
88-B,88-B,Problem,implementation,1500,Keyboard
88-A,88-A,Problem,"brute force,implementation",1200,Chord
87-E,87-E,Problem,geometry,2600,Mogohu-Rea Idol
87-D,87-D,Problem,"dfs and similar,dp,dsu,graphs,implementation,sortings,trees",2300,Beautiful Road
87-C,87-C,Problem,"dp,games,math",2000,Interesting Game
87-B,87-B,Problem,"implementation,strings",1800,Vasya and Types
87-A,87-A,Problem,"implementation,math",1500,Trains
86-E,86-E,Problem,"brute force,math,matrices",2700,Long sequence
86-D,86-D,Problem,"data structures,implementation,math,two pointers",2200,Powerful array
86-C,86-C,Problem,"dp,string suffix structures,trees",2500,Genetic engineering
86-B,86-B,Problem,"constructive algorithms,graph matchings,greedy,math",2200,Tetris revisited
86-A,86-A,Problem,math,1600,Reflection
85-E,85-E,Problem,"binary search,dsu,geometry,graphs,sortings",2600,Guard Towers
85-D,85-D,Problem,"binary search,brute force,data structures,implementation",2300,Sum of Medians
85-C,85-C,Problem,"binary search,dfs and similar,probabilities,sortings,trees",2200,Petya and Tree
85-B,85-B,Problem,"data structures,greedy",1800,Embassy Queue
85-A,85-A,Problem,"constructive algorithms,implementation",1300,Domino
84-C,84-C,Problem,"binary search,implementation",1700,Biathlon
84-A,84-A,Problem,"math,number theory",900,Toy Army
83-E,83-E,Problem,"bitmasks,dp",2800,Two Subsequences
83-D,83-D,Problem,"dp,math,number theory",2400,Numbers
83-C,83-C,Problem,"graphs,greedy,shortest paths",2400,Track
83-B,83-B,Problem,"binary search,math,sortings",1800,Doctor
83-A,83-A,Problem,math,1300,Magical Array
82-E,82-E,Problem,geometry,2600,Corridor
82-D,82-D,Problem,dp,2000,Two out of Three
82-C,82-C,Problem,"data structures,dfs and similar,sortings",2000,General Mobilization
82-B,82-B,Problem,"constructive algorithms,hashing,implementation",1700,Sets
82-A,82-A,Problem,"implementation,math",1100,Double Cola
81-E,81-E,Problem,"dfs and similar,dp,dsu,graphs,implementation,trees",2700,Pairs
81-D,81-D,Problem,"constructive algorithms,greedy",2100,Polycarp's Picture Gallery
81-C,81-C,Problem,"greedy,math,sortings",1700,Average Score
81-B,81-B,Problem,"implementation,strings",1700,Sequence Formatting
81-A,81-A,Problem,implementation,1400,Plug-in
80-B,80-B,Problem,"geometry,math",1200,Depression
80-A,80-A,Problem,brute force,800,Panoramix's Prediction
79-E,79-E,Problem,math,2900,Security System
79-D,79-D,Problem,"bitmasks,dp,shortest paths",2800,Password
79-C,79-C,Problem,"data structures,dp,greedy,hashing,strings,two pointers",1800,Beaver
79-B,79-B,Problem,"implementation,sortings",1400,Colorful Field
79-A,79-A,Problem,greedy,1200,Bus Game
78-E,78-E,Problem,"flows,graphs,shortest paths",2300,Evacuation
78-D,78-D,Problem,"binary search,geometry,math,two pointers",2300,Archer's Shot
78-C,78-C,Problem,"dp,games,number theory",2000,Beaver Game
78-B,78-B,Problem,"constructive algorithms,implementation",1200,Easter Eggs
78-A,78-A,Problem,"implementation,strings",800,Haiku
77-E,77-E,Problem,geometry,2800,Martian Food
77-D,77-D,Problem,"dp,implementation",2300,Domino Carpet
77-C,77-C,Problem,"dfs and similar,dp,dsu,greedy,trees",2100,Beavermuncher-0xFF
77-B,77-B,Problem,"math,probabilities",1800,Falling Anvils
77-A,77-A,Problem,"brute force,implementation",1400,Heroes
76-F,76-F,Problem,"binary search,data structures,dp",2300,Tourist
76-E,76-E,Problem,"implementation,math",1700,Points
76-D,76-D,Problem,"dp,greedy,math",1700,Plus and xor
76-C,76-C,Problem,"bitmasks,dp,math",2700,Mutation
76-B,76-B,Problem,"greedy,two pointers",2100,Mice
76-A,76-A,Problem,"dsu,graphs,sortings,trees",2200,Gift
75-E,75-E,Problem,"geometry,shortest paths",2400,Ship's Shortest Path
75-D,75-D,Problem,"data structures,dp,greedy,implementation,math,trees",2000,Big Maximum Sum
75-C,75-C,Problem,"binary search,number theory",1600,Modified GCD
75-B,75-B,Problem,"expression parsing,implementation,strings",1500,Facetook Priority Wall
75-A,75-A,Problem,implementation,1000,Life Without Zeros
74-E,74-E,Problem,constructive algorithms,2800,Shift It!
74-D,74-D,Problem,data structures,2400,Hanger
74-C,74-C,Problem,"dfs and similar,dsu,graphs,number theory",2100,Chessboard Billiard
74-B,74-B,Problem,"dp,games,greedy",1500,Train
74-A,74-A,Problem,implementation,1000,Room Leader
73-F,73-F,Problem,"brute force,geometry",2900,Plane of Tanks
73-E,73-E,Problem,"math,number theory",2400,Morrowindows
73-D,73-D,Problem,"dfs and similar,graphs,greedy",2200,FreeDiv
73-C,73-C,Problem,dp,1800,LionAge II
73-B,73-B,Problem,"binary search,greedy,sortings",2000,Need For Brake
73-A,73-A,Problem,"greedy,math",1600,The Elder Trolls IV: Oblivon
72-I,72-I,Problem,"*special,implementation",1500,Goofy Numbers
72-H,72-H,Problem,"*special,implementation",1600,Reverse It!
72-G,72-G,Problem,"*special,dp",1000,Fibonacci army
72-F,72-F,Problem,"*special,greedy,math",1900,Oil
72-E,72-E,Problem,"*special,brute force,strings",1800,Ali goes shopping
72-D,72-D,Problem,"*special,expression parsing",2300,Perse-script
72-C,72-C,Problem,"*special,math",1200,Extraordinarily Nice Numbers
72-B,72-B,Problem,"*special,implementation",2200,INI-file
72-A,72-A,Problem,"*special,greedy,math",1800,"Goshtasp, Vishtasp and Eidi"
71-E,71-E,Problem,"bitmasks,dp",2200,Nuclear Fusion
71-D,71-D,Problem,"brute force,implementation",2200,Solitaire
71-C,71-C,Problem,"dp,math,number theory",1600,Round Table Knights
71-B,71-B,Problem,"implementation,math",1300,Progress Bar
71-A,71-A,Problem,strings,800,Way Too Long Words
70-E,70-E,Problem,"dp,implementation,trees",2700,Information Reform
70-D,70-D,Problem,"data structures,geometry",2700,Professor's task
70-C,70-C,Problem,"binary search,data structures,sortings,two pointers",2200,Lucky Tickets
70-B,70-B,Problem,"expression parsing,greedy,strings",1600,Text Messaging
70-A,70-A,Problem,math,1300,Cookies
69-E,69-E,Problem,"data structures,implementation",1800,Subsegments
69-D,69-D,Problem,"dp,games",1900,Dot
69-C,69-C,Problem,implementation,2000,Game
69-B,69-B,Problem,"greedy,implementation",1200,Bets
69-A,69-A,Problem,"implementation,math",1000,Young Physicist
68-E,68-E,Problem,geometry,2900,Contact
68-D,68-D,Problem,"data structures,divide and conquer,dp,math,probabilities",2500,Half-decay tree
68-C,68-C,Problem,brute force,2200,Synchrophasotron
68-B,68-B,Problem,binary search,1600,Energy exchange
68-A,68-A,Problem,"implementation,number theory",1100,Irrational problem
67-E,67-E,Problem,geometry,2500,Save the City!
67-D,67-D,Problem,"binary search,data structures,dp",1900,Optical Experiment
67-C,67-C,Problem,dp,2600,Sequence of Balls
67-B,67-B,Problem,greedy,1800,Restoration of the Permutation
67-A,67-A,Problem,"dp,graphs,greedy,implementation",1800,Partial Teacher
66-E,66-E,Problem,"data structures,dp",2000,Petya and Post
66-D,66-D,Problem,"constructive algorithms,math,number theory",1700,Petya and His Friends
66-C,66-C,Problem,"data structures,implementation",1800,Petya and File System
66-B,66-B,Problem,"brute force,implementation",1100,Petya and Countryside
66-A,66-A,Problem,"implementation,strings",1300,Petya and Java
65-E,65-E,Problem,"dfs and similar,implementation",2900,Harry Potter and Moving Staircases
65-D,65-D,Problem,"brute force,dfs and similar,hashing",2200,Harry Potter and the Sorting Hat
65-C,65-C,Problem,"binary search,geometry",2100,Harry Potter and the Golden Snitch
65-B,65-B,Problem,"brute force,greedy,implementation",1700,Harry Potter and the History of Magic
65-A,65-A,Problem,"implementation,math",1800,Harry Potter and Three Spells
64-I,64-I,Problem,"*special,sortings",2400,Sort the Table
64-H,64-H,Problem,"*special,sortings",2300,Table Bowling
64-G,64-G,Problem,*special,2200,Path Canonization
64-F,64-F,Problem,"*special,expression parsing",2000,Domain
64-E,64-E,Problem,"*special,brute force,math,number theory",1800,Prime Segment
64-D,64-D,Problem,"*special,greedy",1800,Presents
64-C,64-C,Problem,"*special,greedy,implementation,math",1600,Table
64-B,64-B,Problem,"*special,expression parsing",1500,Expression
64-A,64-A,Problem,"*special,implementation",1300,Factorial
63-E,63-E,Problem,"bitmasks,dfs and similar,dp,games,implementation",2000,Sweets Game
63-D,63-D,Problem,constructive algorithms,1900,Dividing Island
63-C,63-C,Problem,"brute force,implementation",1700,Bulls and Cows
63-B,63-B,Problem,implementation,1200,Settlers' Training
63-A,63-A,Problem,"implementation,sortings,strings",900,Sinking Ship
62-E,62-E,Problem,"dp,flows",2700,World Evil
62-D,62-D,Problem,"dfs and similar,graphs",2300,Wormhouse
62-C,62-C,Problem,"geometry,implementation,sortings",2300,Inquisition
62-B,62-B,Problem,"binary search,implementation",1800,Tyndex.Brome
62-A,62-A,Problem,"greedy,math",1300,A Student's Dream
61-E,61-E,Problem,"data structures,trees",1900,Enemy is weak
61-D,61-D,Problem,"dfs and similar,graphs,greedy,shortest paths,trees",1800,Eternal Victory
61-C,61-C,Problem,math,2000,Capture Valerian
61-B,61-B,Problem,strings,1300,Hard Work
61-A,61-A,Problem,implementation,800,Ultra-Fast Mathematician
60-E,60-E,Problem,"math,matrices",2600,Mushroom Gnomes
60-D,60-D,Problem,"brute force,dsu,math",2500,Savior
60-C,60-C,Problem,"brute force,dfs and similar",2100,Mushroom Strife
60-B,60-B,Problem,"dfs and similar,dsu",1400,Serial Time!
60-A,60-A,Problem,"implementation,two pointers",1300,Where Are My Flakes?
59-E,59-E,Problem,"graphs,shortest paths",2000,Shortest Path
59-D,59-D,Problem,"constructive algorithms,greedy,implementation",2000,Team Arrangement
59-C,59-C,Problem,expression parsing,1600,Title
59-B,59-B,Problem,"implementation,number theory",1200,Fortune Telling
59-A,59-A,Problem,"implementation,strings",800,Word
58-E,58-E,Problem,dp,2400,Expression
58-D,58-D,Problem,"greedy,strings",2000,Calendar
58-C,58-C,Problem,brute force,1800,Trees
58-B,58-B,Problem,greedy,1300,Coins
58-A,58-A,Problem,"greedy,strings",1000,Chat room
57-E,57-E,Problem,"math,shortest paths",3000,Chess
57-D,57-D,Problem,"dp,math",2500,Journey
57-C,57-C,Problem,"combinatorics,math",1900,Array
57-B,57-B,Problem,implementation,1600,Martian Architecture
57-A,57-A,Problem,"dfs and similar,greedy,implementation",1300,Square Earth?
56-E,56-E,Problem,"binary search,data structures,sortings",2200,Domino Principle
56-D,56-D,Problem,dp,2100,Changing a String
56-C,56-C,Problem,"data structures,expression parsing,implementation",1700,Corporation Mail
56-B,56-B,Problem,implementation,1300,Spoilt Permutation
56-A,56-A,Problem,implementation,1000,Bar
55-E,55-E,Problem,"geometry,two pointers",2500,Very simple problem
55-D,55-D,Problem,"dp,number theory",2500,Beautiful numbers
55-C,55-C,Problem,games,1900,Pie or die
55-B,55-B,Problem,brute force,1600,Smallest number
55-A,55-A,Problem,"implementation,math",1200,Flea travel
54-E,54-E,Problem,geometry,2700,Vacuum Сleaner
54-D,54-D,Problem,"brute force,dp,strings",2100,Writing a Song
54-C,54-C,Problem,"dp,math,probabilities",2000,First Digit Law
54-B,54-B,Problem,"hashing,implementation",1800,Cutting Jigsaw Puzzle
54-A,54-A,Problem,implementation,1300,Presents
53-E,53-E,Problem,"bitmasks,dp",2500,Dead Ends
53-D,53-D,Problem,sortings,1500,Physical Education
53-C,53-C,Problem,constructive algorithms,1200,Little Frog
53-B,53-B,Problem,"binary search,implementation",1700,Blog Photo
53-A,53-A,Problem,implementation,1100,Autocomplete
